"Date","Year","Month","Day","Temp.deg.C","Total.Rain.mm","Total.Precip.mm"
"1966-05-19",1966,"May",19,13.6,0,0
"1966-05-20",1966,"May",20,11.7,5.1,5.1
"1966-05-21",1966,"May",21,9.5,0,0
"1966-05-22",1966,"May",22,8.4,0,0
"1966-05-23",1966,"May",23,8.7,0,0
"1966-05-24",1966,"May",24,13.1,0,0
"1966-05-25",1966,"May",25,17.5,0,0
"1966-05-26",1966,"May",26,11.1,8.9,8.9
"1966-05-27",1966,"May",27,7.5,0,0
"1966-05-28",1966,"May",28,10,0,0
"1966-05-29",1966,"May",29,10.9,0,0
"1966-05-30",1966,"May",30,9.5,0,0
"1966-05-31",1966,"May",31,9.5,12.2,12.2
"1966-06-01",1966,"Jun",1,10.3,0,0
"1966-06-02",1966,"Jun",2,8.3,1,1
"1966-06-03",1966,"Jun",3,9.2,0.5,0.5
"1966-06-04",1966,"Jun",4,11.1,0.5,0.5
"1966-06-05",1966,"Jun",5,11.4,0,0
"1966-06-06",1966,"Jun",6,16.1,0,0
"1966-06-07",1966,"Jun",7,16.4,0.8,0.8
"1966-06-08",1966,"Jun",8,13.1,0,0
"1966-06-09",1966,"Jun",9,13.4,15.2,15.2
"1966-06-10",1966,"Jun",10,12.8,0.5,0.5
"1966-06-11",1966,"Jun",11,11.4,9.4,9.4
"1966-06-12",1966,"Jun",12,10.8,6.4,6.4
"1966-06-13",1966,"Jun",13,10,9.4,9.4
"1966-06-14",1966,"Jun",14,14.2,0,0
"1966-06-15",1966,"Jun",15,20.6,0,0
"1966-06-16",1966,"Jun",16,19.2,1.3,1.3
"1966-06-17",1966,"Jun",17,14.8,2.5,2.5
"1966-06-18",1966,"Jun",18,13.1,2.3,2.3
"1966-06-19",1966,"Jun",19,13.4,0,0
"1966-06-20",1966,"Jun",20,12.5,1,1
"1966-06-21",1966,"Jun",21,12,4.6,4.6
"1966-06-22",1966,"Jun",22,12.3,0,0
"1966-06-23",1966,"Jun",23,11.1,1,1
"1966-06-24",1966,"Jun",24,12.5,0,0
"1966-06-25",1966,"Jun",25,14.4,0,0
"1966-06-26",1966,"Jun",26,13.6,10.4,10.4
"1966-06-27",1966,"Jun",27,12.2,16.8,16.8
"1966-06-28",1966,"Jun",28,12.8,0.5,0.5
"1966-06-29",1966,"Jun",29,12.2,0,0
"1966-06-30",1966,"Jun",30,12.8,6.1,6.1
"1966-07-01",1966,"Jul",1,12.3,3,3
"1966-07-02",1966,"Jul",2,10,25.4,25.4
"1966-07-03",1966,"Jul",3,10.3,25.4,25.4
"1966-07-04",1966,"Jul",4,13.4,0.3,0.3
"1966-07-05",1966,"Jul",5,12,11.9,11.9
"1966-07-06",1966,"Jul",6,14.2,0,0
"1966-07-07",1966,"Jul",7,17.2,0,0
"1966-07-08",1966,"Jul",8,16.4,0,0
"1966-07-09",1966,"Jul",9,18.1,0.5,0.5
"1966-07-10",1966,"Jul",10,11.1,19.3,19.3
"1966-07-11",1966,"Jul",11,14.5,0,0
"1966-07-12",1966,"Jul",12,18.6,0,0
"1966-07-13",1966,"Jul",13,16.1,0,0
"1966-07-14",1966,"Jul",14,16.1,0,0
"1966-07-15",1966,"Jul",15,16.4,0,0
"1966-07-16",1966,"Jul",16,14.7,0,0
"1966-07-17",1966,"Jul",17,17,0,0
"1966-07-18",1966,"Jul",18,16.7,14.2,14.2
"1966-07-19",1966,"Jul",19,14.2,0,0
"1966-07-20",1966,"Jul",20,13.9,0,0
"1966-07-21",1966,"Jul",21,16.4,0,0
"1966-07-22",1966,"Jul",22,18.3,0,0
"1966-07-23",1966,"Jul",23,15.6,20.3,20.3
"1966-07-24",1966,"Jul",24,13.4,10.7,10.7
"1966-07-25",1966,"Jul",25,12.5,18.3,18.3
"1966-07-26",1966,"Jul",26,16.1,0,0
"1966-07-27",1966,"Jul",27,18.4,0,0
"1966-07-28",1966,"Jul",28,19.2,0,0
"1966-07-29",1966,"Jul",29,18.1,0,0
"1966-07-30",1966,"Jul",30,16.4,0,0
"1966-07-31",1966,"Jul",31,17.5,0,0
"1966-08-01",1966,"Aug",1,18.6,0,0
"1966-08-02",1966,"Aug",2,19.7,0,0
"1966-08-03",1966,"Aug",3,19.4,0,0
"1966-08-04",1966,"Aug",4,16.7,0,0
"1966-08-05",1966,"Aug",5,16.4,0,0
"1966-08-06",1966,"Aug",6,17.8,0,0
"1966-08-07",1966,"Aug",7,20,0,0
"1966-08-08",1966,"Aug",8,16.7,0,0
"1966-08-09",1966,"Aug",9,16.4,0,0
"1966-08-10",1966,"Aug",10,14.5,0,0
"1966-08-11",1966,"Aug",11,15,0,0
"1966-08-12",1966,"Aug",12,16.4,32.5,32.5
"1966-08-13",1966,"Aug",13,16.4,0,0
"1966-08-14",1966,"Aug",14,14.5,0,0
"1966-08-15",1966,"Aug",15,17.2,0,0
"1966-08-16",1966,"Aug",16,15.9,0,0
"1966-08-17",1966,"Aug",17,16.1,0,0
"1966-08-18",1966,"Aug",18,17,0,0
"1966-08-19",1966,"Aug",19,20.9,0,0
"1966-08-20",1966,"Aug",20,21.4,0,0
"1966-08-21",1966,"Aug",21,22,0,0
"1966-08-22",1966,"Aug",22,15.8,0,0
"1966-08-23",1966,"Aug",23,20.9,0,0
"1966-08-24",1966,"Aug",24,18.4,0,0
"1966-08-25",1966,"Aug",25,13.9,0,0
"1966-08-26",1966,"Aug",26,13.1,24.4,24.4
"1966-08-27",1966,"Aug",27,15.3,0,0
"1966-08-28",1966,"Aug",28,12.3,0,0
"1966-08-29",1966,"Aug",29,13.6,0,0
"1966-08-30",1966,"Aug",30,13.6,0,0
"1966-08-31",1966,"Aug",31,13.9,0,0
"1966-09-01",1966,"Sep",1,14.5,0,0
"1966-09-02",1966,"Sep",2,15,0,0
"1966-09-03",1966,"Sep",3,17,0,0
"1966-09-04",1966,"Sep",4,20,0,0
"1966-09-05",1966,"Sep",5,17.8,0,0
"1966-09-06",1966,"Sep",6,14.2,0,0
"1966-09-07",1966,"Sep",7,14.5,0,0
"1966-09-08",1966,"Sep",8,16.4,0,0
"1966-09-09",1966,"Sep",9,15.8,8.1,8.1
"1966-09-10",1966,"Sep",10,13.1,14.5,14.5
"1966-09-11",1966,"Sep",11,11.1,21.6,21.6
"1966-09-12",1966,"Sep",12,11.7,1,1
"1966-09-13",1966,"Sep",13,15,0,0
"1966-09-14",1966,"Sep",14,13.9,0,0
"1966-09-15",1966,"Sep",15,12,0,0
"1966-09-16",1966,"Sep",16,13.4,6.4,6.4
"1966-09-17",1966,"Sep",17,13.3,28.7,28.7
"1966-09-18",1966,"Sep",18,12.8,0,0
"1966-09-19",1966,"Sep",19,12.8,0,0
"1966-09-20",1966,"Sep",20,14.2,0,0
"1966-09-21",1966,"Sep",21,18.1,0,0
"1966-09-22",1966,"Sep",22,20.8,12.7,12.7
"1966-09-23",1966,"Sep",23,14.8,0,0
"1966-09-24",1966,"Sep",24,13.7,3.3,3.3
"1966-09-25",1966,"Sep",25,13.7,11.2,11.2
"1966-09-26",1966,"Sep",26,14.2,0,0
"1966-09-27",1966,"Sep",27,14.5,5.3,5.3
"1966-09-28",1966,"Sep",28,13.4,4.6,4.6
"1966-09-29",1966,"Sep",29,14.8,0,0
"1966-09-30",1966,"Sep",30,15.3,0.5,0.5
"1966-10-01",1966,"Oct",1,12.5,4.3,4.3
"1966-10-02",1966,"Oct",2,12.2,0,0
"1966-10-03",1966,"Oct",3,12.8,0,0
"1966-10-04",1966,"Oct",4,17.5,0,0
"1966-10-05",1966,"Oct",5,17.5,10.2,10.2
"1966-10-06",1966,"Oct",6,10.8,40.9,40.9
"1966-10-07",1966,"Oct",7,10,5.6,5.6
"1966-10-08",1966,"Oct",8,9.5,0,0
"1966-10-09",1966,"Oct",9,8.9,0,0
"1966-10-10",1966,"Oct",10,9.2,0,0
"1966-10-11",1966,"Oct",11,8.4,0,0
"1966-10-12",1966,"Oct",12,6.9,0,0
"1966-10-13",1966,"Oct",13,7.2,0,0
"1966-10-14",1966,"Oct",14,8.1,0,0
"1966-10-15",1966,"Oct",15,7.3,0,0
"1966-10-16",1966,"Oct",16,6.1,11.4,11.4
"1966-10-17",1966,"Oct",17,7.3,0.8,0.8
"1966-10-18",1966,"Oct",18,6.7,41.1,41.1
"1966-10-19",1966,"Oct",19,5.6,23.6,23.6
"1966-10-20",1966,"Oct",20,3.4,8.1,8.1
"1966-10-21",1966,"Oct",21,3.7,16.3,16.3
"1966-10-22",1966,"Oct",22,7.2,37.6,37.6
"1966-10-23",1966,"Oct",23,9.5,12.2,12.2
"1966-10-24",1966,"Oct",24,12,14.5,14.5
"1966-10-25",1966,"Oct",25,12.5,8.1,8.1
"1966-10-26",1966,"Oct",26,11.1,6.6,6.6
"1966-10-27",1966,"Oct",27,7.3,0,0
"1966-10-28",1966,"Oct",28,9.8,11.4,11.4
"1966-10-29",1966,"Oct",29,10.6,5.3,5.3
"1966-10-30",1966,"Oct",30,10.3,0,0
"1966-10-31",1966,"Oct",31,10.3,0,0
"1966-11-01",1966,"Nov",1,11.9,0,0
"1966-11-02",1966,"Nov",2,7,0,0
"1966-11-03",1966,"Nov",3,8.4,0,0
"1966-11-04",1966,"Nov",4,10.3,7.1,7.1
"1966-11-05",1966,"Nov",5,6.2,9.4,9.4
"1966-11-06",1966,"Nov",6,5.6,0,0
"1966-11-07",1966,"Nov",7,5,0,0
"1966-11-08",1966,"Nov",8,4.5,9.7,9.7
"1966-11-09",1966,"Nov",9,2.5,0.3,0.3
"1966-11-10",1966,"Nov",10,3.4,0,0
"1966-11-11",1966,"Nov",11,3.7,11.7,11.7
"1966-11-12",1966,"Nov",12,3.4,1,1
"1966-11-13",1966,"Nov",13,6.4,7.4,7.4
"1966-11-14",1966,"Nov",14,6.7,16,16
"1966-11-15",1966,"Nov",15,7,9.7,9.7
"1966-11-16",1966,"Nov",16,6.4,0.8,0.8
"1966-11-17",1966,"Nov",17,8.4,3.3,3.3
"1966-11-18",1966,"Nov",18,9.8,2.3,2.3
"1966-11-19",1966,"Nov",19,10,4.3,4.3
"1966-11-20",1966,"Nov",20,12,3,3
"1966-11-21",1966,"Nov",21,5.3,14.2,14.2
"1966-11-22",1966,"Nov",22,6.4,0,0
"1966-11-23",1966,"Nov",23,5.3,2,2
"1966-11-24",1966,"Nov",24,5.8,57.2,57.2
"1966-11-25",1966,"Nov",25,6.1,0,0
"1966-11-26",1966,"Nov",26,6.4,34.5,34.5
"1966-11-27",1966,"Nov",27,5.3,58.4,58.4
"1966-11-28",1966,"Nov",28,6.4,6.6,6.6
"1966-11-29",1966,"Nov",29,6.4,14,14
"1966-11-30",1966,"Nov",30,7.8,19.6,19.6
"1966-12-01",1966,"Dec",1,8.4,8.9,8.9
"1966-12-02",1966,"Dec",2,6.7,5.1,5.1
"1966-12-03",1966,"Dec",3,6.7,31.8,31.8
"1966-12-04",1966,"Dec",4,5.9,20.1,23.4
"1966-12-05",1966,"Dec",5,4.2,15,15
"1966-12-06",1966,"Dec",6,3.4,13,26.9
"1966-12-07",1966,"Dec",7,0.3,0,2.3
"1966-12-08",1966,"Dec",8,-0.3,0,0
"1966-12-09",1966,"Dec",9,3.1,18.3,18.3
"1966-12-10",1966,"Dec",10,6.1,35.6,35.6
"1966-12-11",1966,"Dec",11,5,29,29
"1966-12-12",1966,"Dec",12,7.8,8.1,8.1
"1966-12-13",1966,"Dec",13,7.8,1.8,1.8
"1966-12-14",1966,"Dec",14,5.8,62.2,62.2
"1966-12-15",1966,"Dec",15,6.1,39.9,39.9
"1966-12-16",1966,"Dec",16,7.8,53.3,53.3
"1966-12-17",1966,"Dec",17,8.1,31.8,31.8
"1966-12-18",1966,"Dec",18,8.1,47.8,47.8
"1966-12-19",1966,"Dec",19,7.3,7.6,7.6
"1966-12-20",1966,"Dec",20,4.8,0,0
"1966-12-21",1966,"Dec",21,3.9,0,0
"1966-12-22",1966,"Dec",22,5.9,0,0
"1966-12-23",1966,"Dec",23,5,30.5,30.5
"1966-12-24",1966,"Dec",24,4.2,3.3,3.3
"1966-12-25",1966,"Dec",25,2,1.3,1.3
"1966-12-26",1966,"Dec",26,1.9,0,0
"1966-12-27",1966,"Dec",27,0,1,1
"1966-12-28",1966,"Dec",28,2.5,28.4,28.4
"1966-12-29",1966,"Dec",29,2.8,1.3,1.3
"1966-12-30",1966,"Dec",30,4.2,1.3,1.3
"1966-12-31",1966,"Dec",31,4.5,30.5,30.5
"1967-01-01",1967,"Jan",1,3.1,8.4,8.4
"1967-01-02",1967,"Jan",2,2.5,30.5,30.5
"1967-01-03",1967,"Jan",3,2.5,6.9,6.9
"1967-01-04",1967,"Jan",4,1.2,3.3,6.9
"1967-01-05",1967,"Jan",5,-0.9,0,2.5
"1967-01-06",1967,"Jan",6,-0.9,0,2.8
"1967-01-07",1967,"Jan",7,1.7,34.8,36.8
"1967-01-08",1967,"Jan",8,4.7,26.9,26.9
"1967-01-09",1967,"Jan",9,7.5,0,0
"1967-01-10",1967,"Jan",10,7.8,23.1,23.1
"1967-01-11",1967,"Jan",11,3.9,1.8,1.8
"1967-01-12",1967,"Jan",12,2,10.2,13.2
"1967-01-13",1967,"Jan",13,2.5,9.1,9.1
"1967-01-14",1967,"Jan",14,3.9,27.7,27.7
"1967-01-15",1967,"Jan",15,5.3,0,0
"1967-01-16",1967,"Jan",16,2.8,0.5,0.5
"1967-01-17",1967,"Jan",17,1.4,0,0
"1967-01-18",1967,"Jan",18,2.5,47,50.8
"1967-01-19",1967,"Jan",19,4.2,25.1,25.1
"1967-01-20",1967,"Jan",20,3.9,12.7,12.7
"1967-01-21",1967,"Jan",21,2.5,0,0
"1967-01-22",1967,"Jan",22,1.7,3,3
"1967-01-23",1967,"Jan",23,1.7,3.8,3.8
"1967-01-24",1967,"Jan",24,2.2,0,0
"1967-01-25",1967,"Jan",25,1.1,8.1,9.1
"1967-01-26",1967,"Jan",26,2.8,15.7,15.7
"1967-01-27",1967,"Jan",27,5.8,24.4,24.4
"1967-01-28",1967,"Jan",28,7.2,16.8,16.8
"1967-01-29",1967,"Jan",29,7.5,13.5,13.5
"1967-01-30",1967,"Jan",30,2.8,0,0
"1967-01-31",1967,"Jan",31,2.5,0,0
"1967-02-01",1967,"Feb",1,3.4,15.7,15.7
"1967-02-02",1967,"Feb",2,4.5,20.8,20.8
"1967-02-03",1967,"Feb",3,6.1,47,47
"1967-02-04",1967,"Feb",4,6.4,0,0
"1967-02-05",1967,"Feb",5,4.2,0,0
"1967-02-06",1967,"Feb",6,3.9,0,0
"1967-02-07",1967,"Feb",7,4.8,0,0
"1967-02-08",1967,"Feb",8,4.8,3.8,3.8
"1967-02-09",1967,"Feb",9,3.9,2.5,2.5
"1967-02-10",1967,"Feb",10,5.6,16.5,16.5
"1967-02-11",1967,"Feb",11,3.3,4.3,4.3
"1967-02-12",1967,"Feb",12,4.2,18.3,18.3
"1967-02-13",1967,"Feb",13,2.5,0,0
"1967-02-14",1967,"Feb",14,1.1,0,6.6
"1967-02-15",1967,"Feb",15,1.1,0,0
"1967-02-16",1967,"Feb",16,2.5,2.5,2.5
"1967-02-17",1967,"Feb",17,3.4,12.7,12.7
"1967-02-18",1967,"Feb",18,3.6,0,0
"1967-02-19",1967,"Feb",19,3.9,0,0
"1967-02-20",1967,"Feb",20,3.4,0,0
"1967-02-21",1967,"Feb",21,3.9,0,0
"1967-02-22",1967,"Feb",22,5,0,0
"1967-02-23",1967,"Feb",23,6.1,0,0
"1967-02-24",1967,"Feb",24,7.3,0,0
"1967-02-25",1967,"Feb",25,8.1,0,0
"1967-02-26",1967,"Feb",26,6.4,0,0
"1967-02-27",1967,"Feb",27,8.7,41.1,41.1
"1967-02-28",1967,"Feb",28,4.8,14.5,14.5
"1967-03-01",1967,"Mar",1,3.7,5.1,5.1
"1967-03-02",1967,"Mar",2,3.4,0,0
"1967-03-03",1967,"Mar",3,3.1,0,0
"1967-03-04",1967,"Mar",4,3.4,0,0
"1967-03-05",1967,"Mar",5,5.3,0,0
"1967-03-06",1967,"Mar",6,6.1,0,0
"1967-03-07",1967,"Mar",7,3.9,9.4,9.4
"1967-03-08",1967,"Mar",8,4.5,2.5,2.5
"1967-03-09",1967,"Mar",9,1.4,6.6,6.6
"1967-03-10",1967,"Mar",10,0.3,0,12.7
"1967-03-11",1967,"Mar",11,1.4,0,0
"1967-03-12",1967,"Mar",12,2.5,0,0
"1967-03-13",1967,"Mar",13,2.5,1.3,1.3
"1967-03-14",1967,"Mar",14,3.6,7.6,7.6
"1967-03-15",1967,"Mar",15,6.4,10.4,10.4
"1967-03-16",1967,"Mar",16,9.2,0.8,0.8
"1967-03-17",1967,"Mar",17,5,13.2,13.2
"1967-03-18",1967,"Mar",18,4.8,0,0
"1967-03-19",1967,"Mar",19,4.5,10.2,10.2
"1967-03-20",1967,"Mar",20,5.9,4.1,4.1
"1967-03-21",1967,"Mar",21,4.7,24.6,24.6
"1967-03-22",1967,"Mar",22,6.4,41.7,41.7
"1967-03-23",1967,"Mar",23,5.9,0.8,0.8
"1967-03-24",1967,"Mar",24,3.9,1.5,1.5
"1967-03-25",1967,"Mar",25,2,8.4,8.4
"1967-03-26",1967,"Mar",26,3.7,1,1
"1967-03-27",1967,"Mar",27,2.8,0.3,0.3
"1967-03-28",1967,"Mar",28,2.8,9.7,9.7
"1967-03-29",1967,"Mar",29,3.1,0,7.6
"1967-03-30",1967,"Mar",30,3.6,0,0
"1967-03-31",1967,"Mar",31,8.1,0,0
"1967-04-01",1967,"Apr",1,8.1,0,0
"1967-04-02",1967,"Apr",2,7.8,0,0
"1967-04-03",1967,"Apr",3,8.9,2.5,2.5
"1967-04-04",1967,"Apr",4,3.1,8.1,8.1
"1967-04-05",1967,"Apr",5,5,0,0
"1967-04-06",1967,"Apr",6,8.1,0,0
"1967-04-07",1967,"Apr",7,10,0,0
"1967-04-08",1967,"Apr",8,4.5,7.4,7.4
"1967-04-09",1967,"Apr",9,4.8,0,0
"1967-04-10",1967,"Apr",10,6.4,0,0
"1967-04-11",1967,"Apr",11,10,3.8,3.8
"1967-04-12",1967,"Apr",12,2.3,14,14
"1967-04-13",1967,"Apr",13,3.7,4.3,4.3
"1967-04-14",1967,"Apr",14,3.6,0,0
"1967-04-15",1967,"Apr",15,4.5,8.9,8.9
"1967-04-16",1967,"Apr",16,2.8,16,16
"1967-04-17",1967,"Apr",17,5.9,0,0
"1967-04-18",1967,"Apr",18,8.9,8.4,8.4
"1967-04-19",1967,"Apr",19,5.6,0,0
"1967-04-20",1967,"Apr",20,8.4,0,0
"1967-04-21",1967,"Apr",21,8.4,0,0
"1967-04-22",1967,"Apr",22,8.1,0,0
"1967-04-23",1967,"Apr",23,8.6,0,0
"1967-04-24",1967,"Apr",24,9.2,3.3,3.3
"1967-04-25",1967,"Apr",25,7.3,4.3,4.3
"1967-04-26",1967,"Apr",26,5,16,16
"1967-04-27",1967,"Apr",27,8.3,0,0
"1967-04-28",1967,"Apr",28,4.7,0.5,0.5
"1967-04-29",1967,"Apr",29,7.5,0,0
"1967-04-30",1967,"Apr",30,9.7,0,0
"1967-05-01",1967,"May",1,9.2,0,0
"1967-05-02",1967,"May",2,9.8,0,0
"1967-05-03",1967,"May",3,10.3,0,0
"1967-05-04",1967,"May",4,11.4,0,0
"1967-05-05",1967,"May",5,11.1,0,0
"1967-05-06",1967,"May",6,10.6,0.3,0.3
"1967-05-07",1967,"May",7,9.7,11.4,11.4
"1967-05-08",1967,"May",8,8.9,3.6,3.6
"1967-05-09",1967,"May",9,7.5,0,0
"1967-05-10",1967,"May",10,6.7,9.1,9.1
"1967-05-11",1967,"May",11,6.1,0,0
"1967-05-12",1967,"May",12,8.4,0,0
"1967-05-13",1967,"May",13,9.5,0,0
"1967-05-14",1967,"May",14,8.3,5.1,5.1
"1967-05-15",1967,"May",15,12,0,0
"1967-05-16",1967,"May",16,16.1,1,1
"1967-05-17",1967,"May",17,14.2,0,0
"1967-05-18",1967,"May",18,13.9,0,0
"1967-05-19",1967,"May",19,15.9,0,0
"1967-05-20",1967,"May",20,17.3,0,0
"1967-05-21",1967,"May",21,15.6,0,0
"1967-05-22",1967,"May",22,13.3,0,0
"1967-05-23",1967,"May",23,10.6,0,0
"1967-05-24",1967,"May",24,9.2,1.3,1.3
"1967-05-25",1967,"May",25,11.1,0,0
"1967-05-26",1967,"May",26,15.6,0,0
"1967-05-27",1967,"May",27,13.9,0,0
"1967-05-28",1967,"May",28,12.2,3.3,3.3
"1967-05-29",1967,"May",29,8.9,5.8,5.8
"1967-05-30",1967,"May",30,10.6,7.9,7.9
"1967-05-31",1967,"May",31,12.8,0,0
"1967-06-01",1967,"Jun",1,19.5,0,0
"1967-06-02",1967,"Jun",2,16.7,0,0
"1967-06-03",1967,"Jun",3,15.3,0,0
"1967-06-04",1967,"Jun",4,17.5,0,0
"1967-06-05",1967,"Jun",5,19.5,0,0
"1967-06-06",1967,"Jun",6,14.8,0,0
"1967-06-07",1967,"Jun",7,12.8,0,0
"1967-06-08",1967,"Jun",8,12.5,0,0
"1967-06-09",1967,"Jun",9,15,0,0
"1967-06-10",1967,"Jun",10,12.5,0.5,0.5
"1967-06-11",1967,"Jun",11,14.2,0,0
"1967-06-12",1967,"Jun",12,16.2,0,0
"1967-06-13",1967,"Jun",13,16.4,0,0
"1967-06-14",1967,"Jun",14,17.8,0,0
"1967-06-15",1967,"Jun",15,19.7,0,0
"1967-06-16",1967,"Jun",16,20.6,0,0
"1967-06-17",1967,"Jun",17,21.7,0,0
"1967-06-18",1967,"Jun",18,22.3,0,0
"1967-06-19",1967,"Jun",19,24.7,0,0
"1967-06-20",1967,"Jun",20,18.4,0,0
"1967-06-21",1967,"Jun",21,13.1,17.5,17.5
"1967-06-22",1967,"Jun",22,13.1,0,0
"1967-06-23",1967,"Jun",23,16.7,0,0
"1967-06-24",1967,"Jun",24,18.9,0,0
"1967-06-25",1967,"Jun",25,21.1,0,0
"1967-06-26",1967,"Jun",26,14.7,2,2
"1967-06-27",1967,"Jun",27,16.1,0,0
"1967-06-28",1967,"Jun",28,16.1,0,0
"1967-06-29",1967,"Jun",29,17,0,0
"1967-06-30",1967,"Jun",30,17,0,0
"1967-07-01",1967,"Jul",1,20.6,0,0
"1967-07-02",1967,"Jul",2,22.3,0,0
"1967-07-03",1967,"Jul",3,21.7,0,0
"1967-07-04",1967,"Jul",4,19.5,0,0
"1967-07-05",1967,"Jul",5,17,0,0
"1967-07-06",1967,"Jul",6,15.6,0,0
"1967-07-07",1967,"Jul",7,12.2,5.8,5.8
"1967-07-08",1967,"Jul",8,14.5,0,0
"1967-07-09",1967,"Jul",9,13.9,0,0
"1967-07-10",1967,"Jul",10,17.5,0,0
"1967-07-11",1967,"Jul",11,21.4,0,0
"1967-07-12",1967,"Jul",12,21.4,0,0
"1967-07-13",1967,"Jul",13,16.7,0,0
"1967-07-14",1967,"Jul",14,18.4,0,0
"1967-07-15",1967,"Jul",15,18.4,0,0
"1967-07-16",1967,"Jul",16,19.5,0,0
"1967-07-17",1967,"Jul",17,16.7,0,0
"1967-07-18",1967,"Jul",18,15.6,4.8,4.8
"1967-07-19",1967,"Jul",19,13.9,10.7,10.7
"1967-07-20",1967,"Jul",20,13.9,23.1,23.1
"1967-07-21",1967,"Jul",21,16.1,0,0
"1967-07-22",1967,"Jul",22,18.9,0,0
"1967-07-23",1967,"Jul",23,20.6,0,0
"1967-07-24",1967,"Jul",24,19.2,0,0
"1967-07-25",1967,"Jul",25,17.2,0,0
"1967-07-26",1967,"Jul",26,14.2,0,0
"1967-07-27",1967,"Jul",27,15.9,0,0
"1967-07-28",1967,"Jul",28,17.2,0,0
"1967-07-29",1967,"Jul",29,18.6,0,0
"1967-07-30",1967,"Jul",30,16.4,0.5,0.5
"1967-07-31",1967,"Jul",31,17.8,0,0
"1967-08-01",1967,"Aug",1,19.2,0,0
"1967-08-02",1967,"Aug",2,20.3,0,0
"1967-08-03",1967,"Aug",3,21.7,0,0
"1967-08-04",1967,"Aug",4,17.8,0,0
"1967-08-05",1967,"Aug",5,15.9,0,0
"1967-08-06",1967,"Aug",6,13.9,0.8,0.8
"1967-08-07",1967,"Aug",7,13.7,0,0
"1967-08-08",1967,"Aug",8,18.4,0,0
"1967-08-09",1967,"Aug",9,23.4,0,0
"1967-08-10",1967,"Aug",10,25.6,0,0
"1967-08-11",1967,"Aug",11,20.6,0,0
"1967-08-12",1967,"Aug",12,21.7,0,0
"1967-08-13",1967,"Aug",13,23.3,0,0
"1967-08-14",1967,"Aug",14,23.6,0,0
"1967-08-15",1967,"Aug",15,23.6,0,0
"1967-08-16",1967,"Aug",16,25.6,0,0
"1967-08-17",1967,"Aug",17,23.3,0,0
"1967-08-18",1967,"Aug",18,21.4,0,0
"1967-08-19",1967,"Aug",19,22.8,0,0
"1967-08-20",1967,"Aug",20,20.8,5.3,5.3
"1967-08-21",1967,"Aug",21,18.1,0,0
"1967-08-22",1967,"Aug",22,19.2,0,0
"1967-08-23",1967,"Aug",23,17.8,0,0
"1967-08-24",1967,"Aug",24,16.1,0,0
"1967-08-25",1967,"Aug",25,19.2,0,0
"1967-08-26",1967,"Aug",26,22.8,0,0
"1967-08-27",1967,"Aug",27,21.7,0,0
"1967-08-28",1967,"Aug",28,25.3,0,0
"1967-08-29",1967,"Aug",29,25.9,0,0
"1967-08-30",1967,"Aug",30,22.3,0,0
"1967-08-31",1967,"Aug",31,19.2,0,0
"1967-09-01",1967,"Sep",1,15.9,11.4,11.4
"1967-09-02",1967,"Sep",2,16.7,0,0
"1967-09-03",1967,"Sep",3,18.4,0,0
"1967-09-04",1967,"Sep",4,18.9,0,0
"1967-09-05",1967,"Sep",5,17.8,9.1,9.1
"1967-09-06",1967,"Sep",6,15.8,0,0
"1967-09-07",1967,"Sep",7,15.9,0,0
"1967-09-08",1967,"Sep",8,17,0,0
"1967-09-09",1967,"Sep",9,13.6,7.6,7.6
"1967-09-10",1967,"Sep",10,12.2,28.7,28.7
"1967-09-11",1967,"Sep",11,12.8,0,0
"1967-09-12",1967,"Sep",12,13.1,0,0
"1967-09-13",1967,"Sep",13,15.9,0,0
"1967-09-14",1967,"Sep",14,19.7,0,0
"1967-09-15",1967,"Sep",15,24.4,0,0
"1967-09-16",1967,"Sep",16,25.3,0,0
"1967-09-17",1967,"Sep",17,16.1,0,0
"1967-09-18",1967,"Sep",18,16.7,0,0
"1967-09-19",1967,"Sep",19,17,0,0
"1967-09-20",1967,"Sep",20,18.4,0,0
"1967-09-21",1967,"Sep",21,19.7,0,0
"1967-09-22",1967,"Sep",22,12.5,0,0
"1967-09-23",1967,"Sep",23,14.2,0,0
"1967-09-24",1967,"Sep",24,16.4,0,0
"1967-09-25",1967,"Sep",25,15.6,0,0
"1967-09-26",1967,"Sep",26,18.1,0,0
"1967-09-27",1967,"Sep",27,23.3,0,0
"1967-09-28",1967,"Sep",28,16.7,15.2,15.2
"1967-09-29",1967,"Sep",29,13.9,16.8,16.8
"1967-09-30",1967,"Sep",30,11.1,29.2,29.2
"1967-10-01",1967,"Oct",1,10,44.5,44.5
"1967-10-02",1967,"Oct",2,11.7,4.3,4.3
"1967-10-03",1967,"Oct",3,10.3,12.2,12.2
"1967-10-04",1967,"Oct",4,11.4,9.1,9.1
"1967-10-05",1967,"Oct",5,10.3,10.9,10.9
"1967-10-06",1967,"Oct",6,10,82.6,82.6
"1967-10-07",1967,"Oct",7,12,69.9,69.9
"1967-10-08",1967,"Oct",8,14.5,4.3,4.3
"1967-10-09",1967,"Oct",9,14.5,1.5,1.5
"1967-10-10",1967,"Oct",10,13.6,38.1,38.1
"1967-10-11",1967,"Oct",11,11.1,6.4,6.4
"1967-10-12",1967,"Oct",12,9.7,9.4,9.4
"1967-10-13",1967,"Oct",13,8.3,40.6,40.6
